Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Ag,Anoda_ANALIZA Ag_amin,Czas_h,Temp_naporowe_amax,Temp_naporowe_mean,kwas [m3]_mean,Elektrolit [m3]_amin,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Sklad_Cl_mean,NaCl_amax,NaCl_mean,NaCl_std
1,1,0,0.14,0.12,0.0037749999999999,0.0028,0.0049,0.3125,0.28,249.0,62.2474170684814,59.9480921715784,1.7768924302788844,-33.0,1.0,7.4,4.249402390438247,1.9624753861983248,0.045,0.054,0.0485139442231075,4.68,4.72,4.704382470119522,0.024,0.025,0.0243904382470119,173.94,169.60442231075697,40.92,44.27,42.65752988047809,0.03,0.033398406374502,50.04,33.419601593625494,14.11046136172157
1,1,0,0.1425,0.14,0.0038499999999999,0.0028,0.0042,0.3025,0.28,293.0,61.9339167277018,60.03035811483336,1.5423728813559323,-23.0,2.0,6.0,4.397288135593221,1.3972736214349986,0.058,0.071,0.0645966101694915,4.68,4.82,4.737898305084746,0.022,0.024,0.0221966101694915,176.64,171.67562711864406,42.4,44.58,43.62359322033898,0.031,0.0341491525423728,50.06,34.40552542372881,12.566984319081968
0,1,0,0.14,0.1,0.0037,0.0034,0.0039,0.2975,0.28,267.0,62.3065833409627,59.58020519039533,1.4794007490636705,-32.0,0.5,6.0,3.844943820224719,1.991165331290002,0.057,0.06,0.0580524344569288,4.36,4.8,4.759550561797752,0.022,0.023,0.0226591760299625,177.1,171.6281647940075,41.65,46.01,43.6203745318352,0.03,0.0340524344569288,50.05,29.079026217228467,16.531605518009115
0,1,0,0.1525,0.15,0.003875,0.0036,0.004,0.285,0.28,306.0,62.3065833409627,59.47111293952528,1.477124183006536,-32.0,0.5,6.0,3.920261437908497,1.8983119153994252,0.057,0.06,0.0580261437908496,4.36,4.8,4.705098039215686,0.022,0.023,0.0227124183006535,177.1,171.77745098039216,41.65,46.01,43.5221568627451,0.03,0.0340457516339869,50.05,30.12313725490196,15.916711332230612
0,1,0,0.1575,0.15,0.003975,0.0039,0.004,0.28,0.28,283.0,61.7702665964762,60.03957988569477,1.9964788732394363,-34.0,0.5,5.0,2.149295774647887,1.6416722698324584,0.05,0.066,0.0556056338028169,4.64,4.78,4.686725352112676,0.024,0.025,0.0242922535211267,172.8,170.4893309859155,40.92,45.78,44.0099647887324,0.033,0.0367887323943662,41.73,28.06580985915493,11.046099436876911
0,1,0,0.1575,0.15,0.003925,0.0038,0.004,0.29,0.28,284.0,61.3499332427978,60.00105586835464,1.7052631578947368,-27.0,2.0,10.0,5.242105263157895,1.9376684268838729,0.029,0.035,0.0311719298245614,6.01,6.9,6.463719298245614,0.075,0.086,0.0817403508771929,175.62,172.13621052631578,43.41,45.68,44.27992982456141,0.03,0.0333333333333333,50.05,40.88775438596491,11.063372439188417
1,1,0,0.12,0.12,0.0033,0.0033,0.0033,0.3,0.3,285.0,62.1799667358398,60.01591484418268,1.8111888111888117,-22.0,0.5,7.9,4.229370629370629,1.91942360382585,0.055,0.067,0.0585664335664335,4.33,4.76,4.517902097902098,0.022,0.023,0.0221258741258741,179.12,172.1751048951049,42.29,46.51,44.248111888111886,0.032,0.0353426573426573,50.05,31.127937062937065,13.614588909253005
1,1,0,0.13,0.13,0.004,0.004,0.004,0.28,0.28,273.0,62.6556666056315,60.09121450813497,1.730909090909091,-29.0,0.5,7.9,4.289454545454545,2.181541190114736,0.05,0.062,0.0535781818181818,4.48,4.78,4.589454545454546,0.024,0.027,0.0260145454545454,180.9,173.2984,43.79,47.15,45.61770909090909,0.032,0.0350545454545454,50.05,31.453418181818183,16.11504152820813
0,1,0,0.1315,0.1,0.003725,0.0036,0.0039,0.2825,0.26,261.0,62.2474170684814,60.01016316640705,1.916030534351145,-33.0,1.0,7.4,4.414503816793893,1.920772599080903,0.045,0.054,0.047854961832061,4.41,4.72,4.691221374045801,0.024,0.026,0.024412213740458,173.94,169.44015267175573,40.81,44.27,42.45213740458015,0.03,0.0332977099236641,50.04,34.83309160305344,14.023624811634
1,1,0,0.1325,0.1,0.0036999999999999,0.0034,0.0038,0.305,0.29,244.0,62.5999330520629,60.04529537471024,2.2195121951219514,-37.0,1.0,6.0,4.185365853658536,1.6987237911638269,0.057,0.069,0.0606097560975609,4.32,5.22,4.81609756097561,0.023,0.025,0.0246666666666666,182.92,173.3760975609756,42.2,46.4,44.53967479674797,0.032,0.0346341463414634,50.04,31.79089430894309,15.3201991785491
0,1,0,0.1375,0.13,0.003975,0.0036,0.0041,0.2725,0.27,288.0,62.2474170684814,59.99754843468829,1.9100346020761243,-33.0,1.0,7.4,4.483044982698962,1.821940853503203,0.045,0.054,0.0474602076124567,4.41,4.72,4.652802768166089,0.024,0.026,0.0246055363321799,173.94,169.59411764705885,40.48,44.27,42.222179930795846,0.03,0.0334048442906574,50.04,35.702837370242214,13.393708964959748
0,1,0,0.1525,0.15,0.00385,0.0034,0.004,0.305,0.29,282.0,62.5758000691731,60.08884736084898,1.549645390070922,-31.0,1.0,6.0,3.234042553191489,1.786219682074739,0.053,0.057,0.0543794326241134,4.94,4.96,4.943333333333333,0.022,0.023,0.0227624113475177,179.88,173.28624113475178,42.01,45.55,43.94670212765957,0.031,0.0349751773049645,50.05,25.48560283687943,15.96683501680279
0,1,0,0.15,0.15,0.0039,0.0039,0.0039,0.34,0.34,302.0,61.3499332427978,60.00839929829812,1.8184818481848184,-27.0,2.0,10.0,5.042904290429043,1.9088867150277256,0.029,0.035,0.0314620462046204,6.01,6.9,6.380957095709571,0.075,0.086,0.0806501650165016,175.33,171.76052805280528,43.41,45.68,44.37452145214521,0.03,0.0336501650165016,50.05,39.39026402640264,10.708731162414487
1,1,0,0.17,0.17,0.004,0.004,0.004,0.26,0.26,273.0,62.1962333043416,59.92134097212056,1.701818181818182,-18.0,0.5,6.0,3.840727272727273,1.8967739174613076,0.054,0.062,0.0558654545454545,4.5,4.61,4.584290909090909,0.022,0.024,0.0235781818181818,178.11,174.32887272727274,41.68,46.08,44.07723636363636,0.031,0.0351781818181818,50.06,29.12781818181818,15.335839481246497
1,1,0,0.137,0.1,0.00348,0.0032,0.004,0.299,0.26,268.0,62.5758000691731,60.08334860044779,1.4222222222222225,-31.0,1.0,6.0,3.111111111111111,1.725240855623718,0.053,0.057,0.0543259259259259,4.94,4.96,4.943851851851853,0.022,0.023,0.0228148148148148,179.88,173.15925925925927,42.01,45.55,43.85481481481481,0.031,0.0351407407407407,50.05,24.397111111111112,15.439092508852394
1,1,0,0.125,0.1,0.0032,0.0028,0.0034,0.3175,0.29,249.0,62.1799667358398,59.99883784472013,1.545816733067729,-22.0,0.5,7.9,4.1258964143426295,1.9930495962788009,0.055,0.067,0.0575219123505976,4.33,4.76,4.489282868525896,0.022,0.023,0.0221314741035856,179.12,172.42059760956175,42.29,46.51,44.34788844621514,0.032,0.0354661354581673,50.03,29.624741035856577,13.529661999941814
1,1,0,0.1325,0.1,0.0035499999999999,0.0032,0.0038,0.2975,0.29,273.0,62.3005502065022,60.03368677742146,2.16,-37.0,1.0,6.0,3.8967272727272726,1.6616180823600069,0.057,0.069,0.0591818181818181,4.32,5.22,4.685236363636363,0.023,0.025,0.0244036363636363,182.92,172.88021818181818,40.15,46.4,43.98927272727273,0.031,0.03468,50.04,30.314836363636363,14.111718362317154
0,1,0,0.1125,0.11,0.0039,0.0038,0.0042,0.285,0.27,280.0,62.1962333043416,59.7960955091521,1.7659574468085106,-18.0,0.5,6.0,3.649645390070922,2.016960967991736,0.054,0.062,0.0553971631205673,4.5,4.61,4.575177304964539,0.022,0.024,0.0237163120567375,178.11,173.65035460992908,41.68,46.08,43.9,0.031,0.035177304964539,50.06,27.656028368794328,16.0878059911143
0,1,0,0.1125,0.1,0.00465,0.0042,0.0048,,0.27,304.0,62.342049853007,60.008287866731386,1.980327868852459,-23.0,0.5,6.0,3.777704918032787,1.89917606221008,0.058,0.071,0.0616950819672131,4.68,4.82,4.7070819672131154,0.022,0.024,0.0226688524590163,176.64,170.80268852459017,42.06,44.58,43.568295081967214,0.032,0.0350622950819672,50.06,29.227344262295084,16.058911010964202
1,0,1,0.09565,0.0526,0.0002249999999999,0.0002,0.0003,,,258.0,61.3499332427978,60.01243598311319,1.8153846153846156,-27.0,2.0,10.0,5.015384615384615,2.032495149080688,0.029,0.035,0.031,6.01,6.9,6.33276923076923,0.075,0.086,0.0802307692307692,175.33,171.49538461538464,43.41,45.68,44.272,0.03,0.0336307692307692,50.05,38.70830769230769,11.073297502928275
0,1,0,0.1275,0.12,0.0041249999999999,0.0039,0.0042,0.2875,0.27,278.0,61.3499332427978,60.01142294693219,2.0142857142857142,-27.0,2.0,10.0,4.928571428571429,1.9861270001763456,0.029,0.035,0.0312857142857142,6.01,6.9,6.309714285714286,0.075,0.086,0.0798571428571428,175.33,171.292,42.45,45.68,44.27514285714286,0.03,0.0337714285714285,50.05,38.10753571428572,11.048470206572942
1,1,0,0.14,0.11,0.0037,0.0033,0.0041,0.295,0.27,265.0,61.3499332427978,60.01630384195961,1.954887218045113,-27.0,2.0,10.0,4.969924812030075,2.020423455051357,0.029,0.035,0.0311127819548872,6.01,6.9,6.305413533834587,0.075,0.086,0.0798646616541353,175.33,171.42736842105262,43.41,45.68,44.30736842105263,0.03,0.0337293233082706,50.05,38.39725563909774,10.993808805991849
1,1,0,0.165,0.16,0.004,0.0039,0.0041,0.27,0.27,273.0,62.1799667358398,60.00063337343092,1.52,-22.0,0.5,7.9,4.253090909090909,1.962629764855093,0.055,0.067,0.0564290909090909,4.33,4.76,4.437854545454546,0.022,0.023,0.0222945454545454,179.12,172.38625454545456,42.29,46.51,44.40930909090909,0.032,0.0350945454545454,50.04,30.92498181818182,14.03649641685034
0,1,0,0.15,0.15,0.0042,0.0042,0.0042,0.27,0.27,276.0,62.342049853007,60.02920960343789,2.0434782608695654,-23.0,0.5,6.0,3.7978260869565217,1.911000400220855,0.058,0.071,0.061141304347826,4.68,4.82,4.699782608695653,0.022,0.024,0.0226739130434782,176.34,170.4258695652174,42.06,44.58,43.54054347826087,0.032,0.0350217391304347,50.06,29.087065217391302,16.135493538140306
0,1,0,0.1675,0.1,0.004275,0.0041,0.0048,,0.29,293.0,62.4195331573486,60.05504656630812,1.7959183673469388,-1.0,0.5,6.0,2.6714285714285717,2.185509211132589,0.05,0.066,0.0537278911564625,4.64,4.78,4.664795918367347,0.024,0.025,0.0240374149659863,175.33,170.58431972789117,40.92,45.78,43.655748299319725,0.032,0.0359523809523809,50.02,28.62510204081633,12.390544637179367
1,1,0,0.145,0.14,0.003925,0.0037,0.004,0.2825,0.28,260.0,62.6556666056315,60.10230795920376,1.6793893129770991,-29.0,0.5,7.9,4.242748091603053,2.2228362171281137,0.05,0.062,0.0504580152671755,4.48,4.78,4.561984732824428,0.024,0.027,0.0265648854961832,180.9,172.66519083969465,44.8,46.51,45.65862595419847,0.032,0.0351374045801526,50.05,30.622786259541986,16.49692039831887
0,1,0,0.1349999999999999,0.1,0.004475,0.0041,0.0048,,0.27,304.0,61.2356835047404,60.00275382797096,2.2467105263157894,-27.0,2.0,10.0,4.8618421052631575,1.9635266383411816,0.029,0.035,0.0316611842105263,6.01,6.9,6.212861842105263,0.075,0.086,0.0785690789473684,175.33,169.79707236842106,41.68,45.68,43.898980263157895,0.03,0.0337006578947368,50.05,35.21240131578947,12.684870272045046
1,1,0,0.15,0.12,0.0036,0.0033,0.0037,0.2925,0.29,265.0,62.4195331573486,60.04524121517456,1.9775280898876404,-1.0,0.5,6.0,2.4584269662921345,2.173774427263204,0.05,0.066,0.0530262172284644,4.64,4.78,4.659213483146067,0.024,0.025,0.0240074906367041,175.33,170.34340823970038,40.92,45.78,43.651610486891386,0.032,0.0360823970037453,50.02,28.75138576779026,12.889955229433085
1,1,0,0.13,0.13,0.0039,0.0039,0.0039,0.28,0.28,252.0,62.1497833887736,59.30521198639083,1.6377952755905512,-32.0,0.5,6.0,3.5968503937007874,1.8753207686778883,0.057,0.06,0.0573543307086614,4.36,4.8,4.653858267716535,0.022,0.023,0.0229921259842519,177.1,172.24740157480318,42.67,46.01,43.883622047244096,0.032,0.034755905511811,50.05,26.986653543307085,15.29888193175262
0,1,0,0.1799999999999999,0.1799999999999999,0.0041,0.0041,0.0041,0.28,0.28,283.0,62.5758000691731,60.06191680572702,1.4119718309859155,-31.0,1.0,6.0,3.2746478873239435,1.6692791283786994,0.053,0.057,0.0547042253521126,4.94,4.96,4.948521126760563,0.023,0.023,0.023,179.88,173.04485915492958,42.01,45.55,43.951584507042256,0.031,0.0350598591549295,50.05,23.615281690140844,14.761358431635806
0,1,0,0.1674999999999999,0.11,0.00405,0.0038,0.0042,0.2825,0.28,304.0,62.5758000691731,60.07365098399429,1.6,-31.0,1.0,6.0,3.481967213114754,1.7585793642882406,0.053,0.057,0.0549016393442623,4.94,4.96,4.949508196721312,0.023,0.023,0.023,179.88,172.69101639344262,39.44,45.55,43.90662295081968,0.031,0.0348918032786885,50.05,23.832,14.27037196616232
1,1,0,0.1625,0.16,0.00385,0.0037,0.0041,0.265,0.26,256.0,62.3745166778564,59.79440867901525,1.9922178988326849,-22.0,1.0,13.6,5.659143968871596,2.918409383011276,0.058,0.059,0.0584046692607003,4.2,4.4,4.319066147859922,0.022,0.023,0.0225953307392996,175.58,172.60474708171205,43.54,46.72,44.86070038910506,0.032,0.0338132295719844,50.07,39.61420233463035,13.759904509666876
1,1,0,0.1375,0.11,0.00375,0.0033,0.004,0.2925,0.28,228.0,62.6556666056315,60.14460881599571,1.5720524017467248,-26.0,0.5,7.9,4.347598253275109,2.3050014071610625,0.05,0.05,0.05,4.48,4.7,4.553013100436682,0.026,0.027,0.0266681222707423,180.9,171.96729257641925,44.8,46.51,45.722096069869,0.032,0.0349257641921397,50.05,31.039388646288213,16.911291036963682
1,1,0,0.13,0.1,0.00365,0.0036,0.0037,0.2699999999999999,0.26,259.0,61.2356835047404,60.00637795070725,1.907692307692308,-27.0,2.0,10.0,4.953846153846154,2.069680140402349,0.029,0.035,0.0314923076923076,6.01,6.34,6.202923076923077,0.075,0.081,0.0785076923076923,175.33,170.1676923076923,41.68,45.68,44.02830769230769,0.03,0.0335076923076923,50.05,36.68811538461539,13.04225813295812
0,1,0,0.105,0.09,0.003475,0.0032,0.0043,0.3425,0.26,275.0,62.1497833887736,59.29572869353569,1.371841155234657,-15.0,0.5,6.0,3.355956678700361,1.9215998311719176,0.057,0.058,0.0575090252707581,4.36,4.8,4.576028880866426,0.023,0.023,0.023,176.09,172.25563176895307,42.67,46.01,43.78234657039712,0.032,0.0347870036101083,50.05,24.102093862815885,16.408018429666004
0,1,0,0.1475,0.13,0.0038,0.0034,0.004,0.3125,0.28,280.0,62.342049853007,60.00592074271367,2.148936170212766,-22.0,0.5,6.0,3.429787234042553,2.109856370644098,0.058,0.062,0.0598581560283687,4.68,4.7,4.689290780141843,0.022,0.024,0.0230709219858156,172.55,169.81429078014185,42.06,44.48,43.32680851063829,0.032,0.035063829787234,50.06,25.21,18.193911480124875
1,1,0,0.14,0.1,0.0038,0.0036,0.004,0.2875,0.26,256.0,62.3745166778564,59.839609892051726,1.984375,-22.0,1.0,13.6,5.6734375,2.904991900363316,0.058,0.059,0.0584999999999999,4.2,4.4,4.300000000000001,0.022,0.023,0.0225,175.33,172.1346875,43.54,46.72,44.63375,0.032,0.0339375,50.07,37.92421875,14.378596681335424
1,1,0,0.1365,0.12,0.004005,0.0037,0.0048,0.268,0.26,254.0,62.3745166778564,59.84242646373805,1.9294117647058824,-22.0,1.0,13.6,5.664313725490197,2.910411161594749,0.058,0.059,0.0585176470588235,4.2,4.4,4.296470588235295,0.022,0.023,0.0224823529411764,175.33,172.04576470588233,43.54,46.72,44.57741176470588,0.032,0.0339764705882352,50.07,37.48286274509804,14.392865223140276
1,1,0,0.1175,0.1,0.00355,0.0033,0.004,0.285,0.26,222.0,62.4195331573486,60.06233432268953,1.878923766816144,-1.0,0.5,6.0,2.7865470852017937,2.2542049209146238,0.05,0.058,0.0535874439461883,4.64,4.69,4.662421524663677,0.024,0.024,0.024,175.33,170.62174887892377,40.92,45.78,43.47022421524664,0.032,0.0356681614349775,50.02,27.84152466367713,13.942408422503068
1,1,0,0.1225,0.1,0.0039,0.0036,0.004,0.265,0.26,245.0,61.4557999293009,59.58782992747359,1.951219512195122,-3.0,1.0,6.0,3.811788617886179,1.962709303028967,0.054,0.055,0.0545,4.5,4.6,4.55,0.024,0.024,0.024,176.09,172.60536585365853,41.68,46.08,43.53304878048781,0.031,0.0346097560975609,50.06,27.10621951219512,17.098058033201305
0,1,0,0.16,0.16,0.00391,0.0034,0.0041,0.2704999999999999,0.22,284.0,62.5758000691731,60.047428205419926,1.6771929824561405,-23.0,1.0,6.0,3.659649122807018,1.9011541758614297,0.053,0.057,0.0553578947368421,4.76,4.96,4.950526315789474,0.022,0.023,0.0229929824561403,174.82,172.04701754385965,39.44,44.93,43.3218947368421,0.031,0.0349052631578947,50.05,23.15891228070176,14.552993661680958
0,1,0,0.165,0.15,0.0039499999999999,0.0034,0.0043,0.2925,0.26,292.0,62.3745166778564,59.9124310842879,1.7815699658703072,-22.0,1.0,13.6,5.588395904436861,2.7545731253675,0.058,0.064,0.058839590443686,4.2,4.4,4.280887372013652,0.022,0.023,0.0223822525597269,175.33,171.2898976109215,43.54,45.62,44.387679180887375,0.032,0.0339897610921501,50.07,35.023651877133105,14.043227319100469
0,1,0,0.0974999999999999,0.09,0.0034499999999999,0.0032,0.0042,0.345,0.27,255.0,62.2474170684814,59.66010837607123,1.66796875,-4.0,2.0,7.4,5.051171875,1.259971441378032,0.045,0.047,0.0461640625,4.41,4.72,4.5395703125,0.024,0.026,0.0251640625,179.38,171.0306640625,40.48,45.26,42.497109375,0.031,0.0335234375,50.03,34.7412890625,10.267937699767725
1,1,0,0.1425,0.13,0.003475,0.0032,0.0043,0.2675,0.26,225.0,61.2356835047404,59.998414920066885,2.16,-27.0,2.0,10.0,5.306666666666667,2.024228247999716,0.029,0.035,0.0322,6.01,6.34,6.164,0.075,0.081,0.0778,175.33,168.77106666666666,41.68,45.68,43.848533333333336,0.03,0.0333333333333333,50.05,37.86302222222222,13.381530639428664
1,1,0,0.146,0.11,0.0037449999999999,0.0032,0.0043,0.2795,0.26,243.0,61.8395668029785,59.36875563559169,1.4040816326530612,-15.0,1.0,6.0,3.655510204081633,1.824205487535904,0.057,0.058,0.0575918367346938,4.36,4.8,4.539591836734694,0.023,0.023,0.023,176.09,172.194693877551,42.67,46.01,43.713632653061225,0.032,0.0346204081632653,50.05,26.00408163265306,16.357681195440552
1,1,0,0.16,0.16,0.0042,0.0042,0.0042,0.28,0.28,250.0,62.3745166778564,59.927493856254856,1.9246031746031744,-22.0,1.0,13.6,5.628571428571429,2.926370204291809,0.058,0.059,0.0586071428571428,4.2,4.4,4.2785714285714285,0.022,0.023,0.0223928571428571,175.33,171.48535714285714,43.54,45.62,44.42964285714286,0.032,0.034047619047619,50.07,35.37511904761905,14.202719858540934
1,1,0,0.15,0.13,0.003725,0.0032,0.0043,0.2699999999999999,0.26,245.0,62.3005502065022,60.027512206072274,1.9311740890688256,-24.0,1.0,6.0,4.690688259109312,1.7514321468513117,0.057,0.057,0.057,4.32,4.65,4.452267206477733,0.023,0.025,0.0238016194331983,176.59,170.8619028340081,40.15,46.4,42.825910931174086,0.031,0.0338663967611336,50.04,30.315425101214576,14.14692766357962
0,1,0,0.16,0.16,0.0039,0.0036,0.004,0.235,0.22,252.0,62.4195331573486,60.0688422853051,1.7944664031620554,-1.0,0.5,6.0,3.508695652173913,2.0692388654772698,0.05,0.058,0.0551541501976284,4.64,4.69,4.672213438735177,0.024,0.024,0.024,175.33,171.15355731225296,40.92,45.78,43.44110671936759,0.032,0.0348063241106719,50.02,25.48501976284585,13.377838064847786
0,1,0,0.145,0.11,0.003825,0.0036,0.0043,0.2775,0.26,252.0,62.1799667358398,60.007769815415045,1.6126482213438735,-22.0,0.5,7.9,4.124505928853755,2.173549564945377,0.055,0.056,0.0556521739130434,4.33,4.44,4.368260869565217,0.022,0.023,0.0226521739130434,179.12,171.7979446640316,43.54,46.51,44.549209486166006,0.032,0.0349802371541502,50.04,26.777154150197628,16.776387406372187
0,1,0,0.169,0.16,0.00493,0.0043,0.005,0.262,0.26,251.0,61.9171831766764,60.161377389237,1.897233201581028,-29.0,1.0,7.9,4.17193675889328,2.1214800454603093,0.05,0.057,0.0500553359683794,4.48,4.7,4.626403162055336,0.024,0.027,0.0263122529644268,176.84,171.12418972332014,44.31,47.26,45.44731225296443,0.032,0.0343636363636363,50.05,28.16620553359684,17.45861618787936
1,1,0,0.1325,0.11,0.003925,0.0036,0.0041,0.2774999999999999,0.27,249.0,62.1799667358398,60.03145685839687,1.6254980079681276,-22.0,0.5,7.9,4.056175298804781,2.108457187885827,0.055,0.056,0.0556733067729083,4.33,4.76,4.367649402390438,0.022,0.023,0.0226693227091633,179.12,171.71378486055778,43.54,47.42,44.530517928286855,0.032,0.0349482071713147,50.04,26.98792828685259,16.77126794523409
1,1,0,0.12,0.12,0.0036,0.0036,0.0036,0.28,0.28,273.0,62.3745166778564,59.96716999653064,1.871794871794872,-22.0,1.0,13.6,5.131135531135531,2.366109791210834,0.058,0.064,0.0591428571428571,4.2,4.4,4.268131868131868,0.022,0.023,0.0222967032967032,173.81,170.740989010989,43.54,45.62,44.28054945054945,0.032,0.0341978021978022,50.07,32.45952380952381,14.074758361484347
1,1,0,0.1324999999999999,0.09,0.003525,0.0032,0.0043,0.33,0.26,245.0,62.342049853007,60.02543468741028,2.125506072874494,-3.0,0.5,6.0,3.405263157894737,2.166319382325415,0.053,0.062,0.0591336032388664,4.68,4.72,4.686720647773279,0.022,0.024,0.0233603238866396,173.56,169.7506072874494,42.06,44.42,43.226558704453446,0.032,0.0348663967611336,50.06,25.77004048582996,19.58218894766603
1,1,0,0.1615,0.12,0.004005,0.0036,0.0043,0.2745,0.26,244.0,61.9171831766764,60.153595646400895,1.951219512195122,-29.0,1.0,7.9,4.046341463414634,2.0291062748815225,0.05,0.057,0.0501138211382113,4.48,4.7,4.630894308943089,0.024,0.027,0.0262682926829268,176.84,170.91430894308942,44.31,47.26,45.4119512195122,0.032,0.0342926829268292,50.05,28.559024390243906,17.567505086456304
1,1,0,0.15,0.15,0.0043,0.0043,0.0043,0.29,0.29,273.0,61.5440502166748,59.62662386749921,1.4836363636363636,-16.0,1.0,7.0,4.564727272727272,2.0442083529601067,0.054,0.061,0.055450909090909,4.5,4.71,4.552109090909091,0.022,0.024,0.02376,176.09,173.0306909090909,41.68,45.68,43.507709090909096,0.031,0.0336,50.06,29.565854545454545,15.741408138973592
0,1,0,0.157,0.13,0.0042,0.0041,0.0043,0.267,0.25,255.0,61.5440502166748,59.6229008059422,1.47265625,-16.0,1.0,7.0,4.453125,2.0745304217071,0.054,0.061,0.05523046875,4.5,4.71,4.5433984375,0.022,0.024,0.0238359375,176.09,173.0567578125,41.68,45.68,43.4276953125,0.031,0.03371875,50.06,29.639453125,16.1119414153088
0,1,0,0.145,0.13,0.0041,0.0041,0.0041,0.26,0.25,247.0,62.342049853007,60.03279747851277,2.1451612903225805,-3.0,0.5,6.0,3.435483870967742,2.1884567815607063,0.053,0.062,0.0587096774193548,4.68,4.72,4.687741935483871,0.022,0.024,0.0233548387096774,173.56,169.98354838709676,42.06,44.42,43.26838709677419,0.032,0.0348064516129032,50.06,25.843387096774197,19.347728899856516
